,carat,depth,table,x,y,z,predict
4922,0.33,59.4,59.0,4.54,4.49,2.68,646.58105
4923,0.91,61.2,58.0,6.25,6.21,3.81,3949.8652
4924,0.31,61.3,55.0,4.35,4.38,2.67,621.6101
4925,0.9,60.2,59.0,6.27,6.23,3.76,3933.3652
4926,0.32,60.5,55.0,4.49,4.43,2.7,657.4185
4927,0.7,61.6,57.0,5.7,5.73,3.52,2312.6719
4928,0.36,61.1,59.0,4.59,4.55,2.79,668.3249
4929,0.9,62.6,54.3,6.14,6.17,3.86,4117.14
4930,0.66,60.6,58.0,5.69,5.63,3.43,2164.394
4931,1.0,59.3,60.0,6.55,6.51,3.87,4957.9155
4932,1.09,59.5,61.0,6.74,6.7,4.0,5588.4307
4933,1.2,64.8,60.0,6.55,6.59,4.26,5044.053
4934,1.16,62.1,57.0,6.73,6.7,4.17,6081.6494
4935,0.52,61.7,56.0,5.16,5.18,3.19,1421.9685
4936,0.42,62.1,59.0,4.79,4.77,2.97,749.3753
4937,0.41,61.2,58.0,4.76,4.81,2.93,764.49097
4938,0.73,61.0,57.0,5.81,5.87,3.56,2603.6226
4939,0.32,62.3,55.0,4.38,4.42,2.74,634.29565
4940,0.51,61.3,57.0,5.14,5.17,3.16,1355.9403
4941,0.73,60.7,55.0,5.87,5.89,3.57,2949.5386
4942,0.56,61.3,55.0,5.29,5.32,3.25,1678.689
4943,0.38,61.2,62.0,4.66,4.62,2.84,671.6391
4944,0.58,62.0,56.0,5.34,5.38,3.32,1700.8599
4945,1.16,60.5,57.0,6.8,6.86,4.13,6589.824
4946,0.32,61.5,55.0,4.41,4.44,2.72,643.842
4947,0.76,60.3,60.7,5.86,5.9,3.55,2463.7397
4948,1.01,62.4,58.0,6.39,6.47,4.01,4698.6265
4949,1.31,61.9,56.0,7.07,6.98,4.35,7857.294
4950,1.0,61.9,60.0,6.41,6.44,3.98,4420.5405
4951,0.33,60.8,59.0,4.45,4.43,2.7,619.89636
4952,1.5,58.9,59.0,7.34,7.43,4.35,9686.422
4953,0.91,62.5,56.0,6.19,6.22,3.88,4057.6157
4954,0.9,61.7,59.0,6.14,6.22,3.81,3583.8374
4955,0.57,62.4,56.0,5.32,5.29,3.31,1616.8921
4956,1.2,62.3,57.0,6.79,6.74,4.22,6311.3857
4957,1.5,63.0,56.0,7.32,7.26,4.59,9380.559
4958,0.26,62.1,56.0,4.07,4.11,2.54,511.25073
4959,0.57,59.8,60.0,5.4,5.34,3.21,1560.2709
4960,0.4,60.2,63.0,4.7,4.73,2.84,693.6783
4961,0.3,62.3,55.0,4.3,4.34,2.69,603.6103
4962,1.54,62.2,59.0,7.41,7.37,4.6,9416.881
4963,2.01,61.4,63.0,8.19,7.96,4.96,12928.75
4964,0.73,61.4,56.0,5.79,5.81,3.56,2594.1733
4965,1.0,62.7,58.0,6.34,6.39,3.99,4443.8057
4966,1.65,62.4,55.0,7.53,7.61,4.72,11290.912
4967,0.7,59.3,54.0,5.89,5.78,3.46,3007.2783
4968,0.9,62.4,61.0,6.05,6.09,3.79,2901.0762
4969,0.31,60.4,59.0,4.41,4.37,2.65,599.77295
4970,1.1,62.8,58.0,6.6,6.58,4.14,5364.741
4971,0.34,62.2,57.0,4.46,4.42,2.76,635.5943
4972,1.01,62.7,60.0,6.36,6.27,3.96,4009.2239
4973,1.01,61.6,56.0,6.48,6.44,3.98,5149.769
4974,0.3,63.6,54.0,4.26,4.32,2.73,599.8038
4975,0.3,61.1,57.0,4.32,4.35,2.65,594.79016
4976,0.3,61.0,61.0,4.31,4.25,2.61,544.2304
4977,0.36,61.5,57.0,4.55,4.58,2.8,681.51215
4978,1.51,61.6,56.0,7.34,7.25,4.5,9613.918
4979,1.73,63.0,60.0,7.63,7.52,4.77,10415.889
4980,0.3,62.8,58.0,4.3,4.27,2.69,567.049
4981,0.92,62.4,60.0,6.18,6.22,3.87,3490.7993
4982,0.41,62.6,57.0,4.78,4.74,2.98,756.16266
4983,1.38,58.2,60.0,7.32,7.39,4.28,9126.071
4984,0.41,62.0,56.0,4.74,4.78,2.95,808.7339
4985,1.51,60.2,59.0,7.36,7.35,4.43,9425.142
4986,1.2,60.2,60.0,7.0,6.91,4.19,6673.5425
4987,0.7,62.2,57.0,5.69,5.66,3.53,2228.128
4988,0.7,62.9,59.0,5.66,5.59,3.4,1921.0922
4989,1.87,60.3,61.0,7.95,7.91,4.78,12457.713
4990,0.9,63.0,58.0,6.08,6.11,3.84,3345.3164
4991,0.31,60.9,60.0,4.35,4.38,2.66,582.9831
4992,0.3,62.1,57.0,4.29,4.34,2.68,586.3922
4993,0.7,62.1,59.0,5.62,5.66,3.5,2056.2686
4994,1.05,59.0,58.0,6.66,6.7,3.94,5851.242
4995,1.0,62.2,62.0,6.34,6.39,3.96,3909.27
4996,1.02,62.3,56.0,6.41,6.44,4.0,4995.132
4997,0.51,62.2,56.0,5.12,5.08,3.17,1313.4216
4998,1.33,61.7,58.0,7.09,7.14,4.39,7919.17
4999,0.71,62.5,57.0,5.68,5.74,3.57,2284.5476
5000,1.0,60.0,55.0,6.41,6.52,3.88,5417.3164
5001,1.32,61.7,59.0,7.03,7.06,4.35,7380.5205
5002,1.0,63.7,55.0,6.28,6.21,3.98,4401.7256
5003,1.13,62.3,56.0,6.63,6.73,4.16,6039.753
5004,0.33,62.3,55.0,4.42,4.47,2.77,651.5415
5005,0.51,58.3,61.0,5.18,5.14,3.01,1233.7772
5006,0.6,59.9,61.0,5.53,5.48,3.3,1712.1005
5007,1.5,64.2,56.0,7.2,7.26,4.64,8965.75
5008,1.01,64.2,61.0,6.25,6.18,3.99,3414.164
5009,1.11,62.3,58.0,6.61,6.52,4.09,5335.933
5010,0.38,61.9,58.0,4.62,4.66,2.87,702.5634
5011,0.42,63.0,55.0,4.76,4.79,3.01,861.93805
5012,0.37,61.0,59.0,4.63,4.59,2.81,683.7408
5013,0.7,63.4,61.0,5.58,5.62,3.55,1832.9053
5014,0.71,60.8,57.0,5.75,5.8,3.51,2461.813
5015,0.6,62.4,56.0,5.37,5.4,3.36,1740.3944
5016,0.5,62.8,60.0,5.08,5.02,3.17,1037.6415
5017,0.46,61.5,54.0,4.98,5.01,3.07,1254.0115
5018,0.4,60.1,57.0,4.77,4.82,2.88,841.8042
5019,0.81,63.1,59.0,5.85,5.79,3.67,2413.7026
5020,2.02,63.5,57.0,7.94,8.02,5.07,13226.466
5021,1.1,60.8,61.0,6.63,6.7,4.05,5326.3867
5022,1.05,62.4,56.0,6.52,6.49,4.06,5310.1113
5023,0.72,61.1,59.0,5.8,5.75,3.53,2329.8977
5024,0.4,60.9,58.0,4.74,4.79,2.9,749.35675
5025,0.4,62.8,59.0,4.67,4.7,2.94,712.40204
5026,1.01,60.8,63.0,6.32,6.38,3.86,3842.0977
5027,0.7,62.1,56.0,5.65,5.71,3.53,2302.7864
5028,1.0,61.9,60.0,6.34,6.39,3.94,4219.6626
5029,0.51,59.8,55.0,5.23,5.17,3.11,1542.0538
5030,0.3,61.1,61.0,4.3,4.27,2.62,546.0446
5031,1.2,63.3,59.0,6.78,6.74,4.28,5927.9785
5032,0.32,60.3,58.0,4.45,4.5,2.7,638.52606
5033,0.42,61.6,60.0,4.85,4.8,2.97,756.509
5034,0.71,62.2,59.0,5.71,5.61,3.52,2096.1917
5035,0.34,60.7,57.0,4.48,4.51,2.73,656.4562
5036,0.9,62.0,58.0,6.13,6.16,3.81,3591.6592
5037,1.2,62.7,54.0,6.8,6.82,4.27,6925.737
5038,0.52,61.7,56.0,5.14,5.17,3.18,1402.0001
5039,0.55,62.0,56.0,5.27,5.22,3.25,1532.9701
5040,0.43,62.5,56.0,4.82,4.84,3.02,903.35443
5041,0.31,61.9,55.0,4.35,4.38,2.7,621.16675
5042,1.0,60.5,61.0,6.31,6.38,3.84,4121.5684
5043,0.55,58.5,62.0,5.4,5.39,3.16,1510.5988
5044,0.91,59.6,59.0,6.29,6.32,3.76,4185.5967
5045,0.51,63.3,56.0,5.05,5.08,3.21,1246.953
5046,2.02,62.6,57.0,8.01,7.97,5.0,13276.646
5047,1.01,58.5,61.0,6.57,6.52,3.83,4946.245
5048,1.51,61.3,56.0,7.44,7.4,4.55,10199.107
5049,1.23,61.1,57.0,6.96,6.91,4.24,7150.4966
5050,0.32,61.5,56.0,4.43,4.45,2.73,640.9477
5051,1.51,62.3,59.0,7.29,7.34,4.56,8992.623
5052,0.33,61.5,58.0,4.43,4.45,2.73,626.76886
5053,0.7,61.6,56.0,5.65,5.72,3.5,2327.1794
5054,2.07,59.4,61.0,8.35,8.31,4.95,14034.598
5055,0.5,61.4,55.0,5.12,5.14,3.15,1411.0074
5056,0.5,61.8,59.0,5.07,5.02,3.12,1101.9364
5057,0.9,63.3,59.0,6.08,6.12,3.86,3191.7153
5058,1.24,65.7,57.0,6.72,6.68,4.4,5908.795
5059,1.02,61.5,60.0,6.52,6.45,3.99,4683.0894
5060,0.5,60.7,57.0,5.12,5.16,3.12,1342.1841
5061,0.44,62.2,54.0,4.89,4.92,3.05,1109.1147
5062,0.35,62.0,57.0,4.51,4.55,2.81,668.3122
5063,1.0,62.4,59.0,6.35,6.4,3.98,4359.801
5064,0.36,59.5,56.0,4.68,4.63,2.77,723.04663
5065,0.42,61.6,55.0,4.81,4.87,2.98,975.976
5066,0.76,63.4,58.0,5.76,5.82,3.67,2370.4421
5067,0.41,61.9,56.0,4.75,4.78,2.95,818.4218
5068,1.01,63.2,58.0,6.33,6.39,4.02,4408.103
5069,0.54,62.6,57.0,5.24,5.2,3.27,1435.6234
5070,1.0,60.0,62.0,6.53,6.51,3.91,4584.3203
5071,0.4,62.1,55.0,4.73,4.74,2.94,816.01227
5072,0.24,62.1,59.0,3.95,4.0,2.47,470.69537
5073,0.7,60.6,56.0,5.73,5.78,3.49,2504.5889
5074,0.3,63.1,54.0,4.28,4.34,2.72,607.20953
5075,1.04,63.4,55.0,6.41,6.46,4.08,5127.2666
5076,2.19,61.6,58.0,8.35,8.3,5.13,14401.367
5077,0.44,62.0,57.0,4.87,4.91,3.02,944.4826
5078,0.93,60.8,59.0,6.24,6.27,3.8,3956.8882
5079,0.35,60.7,59.0,4.57,4.52,2.76,659.01843
5080,0.39,60.1,56.0,4.77,4.82,2.88,883.1894
5081,0.37,61.5,56.0,4.62,4.59,2.83,705.5359
5082,0.3,61.8,56.0,4.31,4.33,2.67,596.5748
5083,0.34,62.3,59.0,4.46,4.49,2.79,631.57434
5084,0.58,61.2,56.0,5.37,5.41,3.3,1757.6869
5085,1.37,59.4,60.0,7.27,7.2,4.3,8429.709
5086,0.4,62.2,57.0,4.72,4.67,2.92,732.78265
5087,1.5,63.5,60.0,7.19,7.12,4.54,7886.9795
5088,1.16,66.3,57.0,6.56,6.5,4.33,5151.551
5089,1.54,62.7,57.0,7.35,7.43,4.63,9758.338
5090,0.51,62.9,55.0,5.08,5.12,3.21,1348.0944
5091,1.0,61.5,63.0,6.27,6.32,3.87,3587.0488
5092,0.5,62.7,57.0,5.06,5.11,3.19,1229.7954
5093,1.05,62.0,59.0,6.5,6.47,4.02,4841.012
5094,0.5,60.5,56.0,5.17,5.19,3.14,1449.2853
5095,1.5,60.2,59.0,7.41,7.37,4.45,9553.082
5096,1.01,63.2,56.0,6.33,6.39,4.02,4696.0767
5097,0.7,61.1,59.0,5.68,5.78,3.5,2237.0295
5098,1.53,60.6,54.0,7.49,7.47,4.53,11006.23
5099,0.38,60.6,58.0,4.64,4.67,2.82,709.26483
5100,1.06,59.6,60.0,6.61,6.68,3.96,5423.804
5101,0.7,59.3,60.0,5.74,5.8,3.42,2302.3857
5102,0.34,61.6,56.0,4.48,4.51,2.77,663.2113
5103,0.32,63.2,52.0,4.38,4.39,2.77,652.003
5104,0.59,57.4,62.0,5.53,5.49,3.16,1735.1444
5105,1.02,60.3,60.0,6.55,6.51,3.94,4923.873
5106,0.51,63.1,56.0,5.07,5.1,3.21,1276.064
5107,0.31,63.0,58.0,4.32,4.29,2.71,575.20703
5108,0.71,62.6,55.0,5.66,5.71,3.56,2387.1277
5109,1.11,61.1,57.0,6.64,6.72,4.08,5948.6025
5110,0.39,62.3,59.0,4.65,4.69,2.91,706.36884
5111,0.34,62.0,56.0,4.46,4.48,2.77,653.97516
5112,0.3,61.9,56.0,4.32,4.34,2.68,599.7156
5113,1.02,62.2,57.0,6.43,6.47,4.01,4942.5
5114,0.54,61.2,55.0,5.25,5.31,3.23,1635.006
5115,2.03,59.9,58.0,8.23,8.21,4.92,13908.369
5116,0.37,61.5,56.0,4.59,4.62,2.83,705.4904
5117,0.41,61.7,55.0,4.8,4.82,2.97,930.38995
5118,1.5,62.6,63.0,7.19,7.25,4.52,7676.143
5119,0.4,63.2,55.0,4.7,4.73,2.98,764.982
5120,0.9,66.4,60.0,5.92,5.86,3.91,2447.8855
5121,1.01,61.9,55.0,6.38,6.44,3.97,5108.826
5122,0.31,61.0,59.0,4.33,4.39,2.66,589.00287
5123,1.1,60.4,61.0,6.69,6.73,4.05,5502.7344
5124,0.7,61.2,55.0,5.71,5.76,3.51,2525.0544
5125,0.32,63.0,58.0,4.32,4.35,2.73,587.2898
5126,0.3,59.5,56.0,4.38,4.42,2.62,627.0133
5127,1.5,61.8,60.0,7.3,7.37,4.53,8901.544
5128,0.38,59.5,57.0,4.77,4.84,2.86,856.0877
5129,0.31,60.2,58.0,4.38,4.43,2.65,613.0059
5130,0.55,59.6,59.0,5.32,5.39,3.19,1578.0975
5131,0.7,63.9,58.0,5.58,5.62,3.58,1991.1116
5132,0.38,61.9,54.0,4.7,4.67,2.9,790.9135
5133,1.5,58.7,60.0,7.46,7.54,4.4,10006.539
5134,1.27,62.8,54.0,6.92,6.87,4.33,7470.588
5135,0.53,61.4,55.0,5.24,5.21,3.21,1555.5221
5136,1.12,61.6,56.0,6.66,6.72,4.12,6106.8555
5137,1.05,62.2,59.0,6.51,6.44,4.03,4796.204
5138,0.78,60.9,57.0,5.97,5.92,3.62,2947.2314
5139,0.57,63.0,59.0,5.27,5.23,3.31,1390.644
5140,0.7,62.7,54.0,5.66,5.7,3.56,2444.0532
5141,1.86,63.8,55.0,7.79,7.73,4.95,12517.258
5142,0.7,64.6,59.0,5.64,5.48,3.6,1855.8302
5143,0.52,61.0,57.0,5.22,5.2,3.18,1441.497
5144,0.9,60.6,62.0,6.21,6.13,3.74,3211.105
5145,0.71,57.9,53.0,5.84,5.8,3.37,3240.836
5146,1.01,60.6,61.0,6.4,6.33,3.86,4198.0303
5147,1.04,61.0,60.0,6.57,6.52,3.99,4950.2646
5148,0.3,60.5,59.0,4.36,4.33,2.63,583.04565
5149,1.0,63.3,61.0,6.29,6.31,3.99,3752.9194
5150,2.01,62.8,59.0,8.03,7.97,5.02,13112.67
5151,0.47,62.1,54.0,4.98,5.0,3.1,1242.9315
5152,2.2,60.0,58.0,8.47,8.5,5.09,14888.883
5153,1.1,60.8,58.0,6.68,6.63,4.04,5719.5786
5154,1.3,62.1,59.0,6.97,7.01,4.34,7027.3076
5155,0.61,62.3,57.0,5.38,5.44,3.37,1733.1162
5156,1.53,61.2,58.0,7.39,7.44,4.54,9827.604
5157,1.2,62.1,57.0,6.78,6.71,4.19,6255.0547
5158,1.01,62.1,59.0,6.37,6.41,3.97,4450.7036
5159,0.47,61.8,58.0,4.94,4.99,3.07,1024.7599
5160,0.51,62.7,56.0,5.08,5.13,3.2,1309.241
5161,0.57,61.8,55.0,5.33,5.38,3.31,1741.4427
5162,0.4,62.2,53.0,4.73,4.76,2.95,922.0784
5163,1.5,62.7,58.0,7.28,7.23,4.55,8853.948
5164,0.79,62.8,60.0,5.8,5.89,3.67,2389.9202
5165,1.16,61.2,61.0,6.77,6.74,4.14,5711.0576
5166,1.21,61.8,56.0,6.83,6.87,4.23,6828.0283
5167,1.16,62.8,57.0,6.73,6.67,4.21,5982.8203
5168,0.33,61.8,55.2,4.44,4.47,2.76,654.7503
5169,0.38,59.3,59.0,4.71,4.74,2.8,725.9144
5170,0.92,60.3,56.0,6.32,6.35,3.82,4676.0044
5171,0.71,60.8,57.0,5.75,5.78,3.5,2438.961
5172,0.7,61.9,59.0,5.71,5.69,3.53,2164.1587
5173,1.04,61.5,61.0,6.56,6.51,4.02,4739.4507
5174,0.32,61.2,55.0,4.41,4.44,2.71,644.67096
5175,0.32,61.5,56.0,4.4,4.41,2.71,629.4001
5176,1.76,61.1,59.0,7.81,7.9,4.8,12171.782
5177,2.01,62.7,59.0,8.03,8.08,5.05,13268.971
5178,1.13,61.9,58.0,6.7,6.67,4.14,5801.169
5179,0.72,62.7,55.0,5.72,5.7,3.58,2442.4417
5180,0.51,59.7,59.0,5.19,5.2,3.1,1344.0253
5181,0.41,61.0,57.0,4.79,4.81,2.93,836.939
5182,0.4,59.4,64.0,4.82,4.75,2.84,709.42664
5183,1.07,60.9,58.0,6.57,6.67,4.03,5549.469
5184,1.2,59.5,54.0,6.98,6.96,4.15,8053.3955
5185,0.43,61.0,57.0,4.89,4.84,2.97,935.323
5186,0.32,61.5,56.0,4.44,4.41,2.72,635.85956
5187,1.51,63.1,56.0,7.32,7.26,4.6,9398.104
5188,0.9,62.9,56.0,6.19,6.09,3.86,3786.2153
5189,1.52,62.9,60.0,7.28,7.31,4.59,8646.823
5190,0.7,63.9,58.0,5.67,5.59,3.6,2041.8055
5191,1.14,61.1,55.0,6.78,6.74,4.13,6563.7407
5192,0.53,62.7,54.0,5.18,5.15,3.24,1498.7506
5193,0.5,62.0,55.0,5.11,5.05,3.15,1334.4542
5194,0.91,63.1,59.0,6.16,6.13,3.88,3379.1362
5195,0.71,63.2,56.0,5.66,5.61,3.56,2194.935
5196,0.43,62.1,56.0,4.87,4.83,3.01,937.36664
5197,0.3,62.5,58.0,4.34,4.27,2.69,574.3375
5198,0.44,61.5,56.0,4.9,4.92,3.02,1035.6332
5199,0.3,62.0,54.0,4.31,4.34,2.68,613.77783
5200,0.33,62.6,56.0,4.38,4.41,2.75,626.01935
5201,1.0,61.6,62.0,6.3,6.37,3.9,3853.768
5202,1.0,57.7,65.0,6.59,6.55,3.79,4491.594
5203,0.7,61.3,57.0,5.72,5.77,3.52,2373.8643
5204,1.01,56.9,61.0,6.65,6.6,3.77,5325.813
5205,0.52,59.6,57.0,5.25,5.34,3.15,1574.5895
5206,1.5,64.7,55.0,7.16,7.13,4.62,8725.892
5207,0.31,60.0,59.0,4.35,4.39,2.62,593.57904
5208,0.59,58.6,59.0,5.53,5.57,3.25,1932.7958
5209,0.52,59.5,59.0,5.31,5.24,3.14,1460.04
5210,0.81,62.0,55.0,5.99,5.97,3.71,3317.4531
5211,0.76,61.7,56.0,5.84,5.87,3.61,2723.4797
5212,0.4,60.4,59.0,4.75,4.76,2.87,738.51385
5213,1.14,62.2,56.0,6.66,6.69,4.15,6048.081
5214,1.5,63.6,55.0,7.17,7.24,4.58,9132.891
5215,0.28,62.4,55.0,4.17,4.2,2.61,554.2672
5216,0.91,63.6,60.0,6.11,6.03,3.86,2944.2153
5217,1.0,62.8,56.0,6.33,6.37,3.99,4677.988
5218,0.79,63.2,57.0,5.81,5.86,3.69,2584.0793
5219,0.3,62.6,61.0,4.24,4.2,2.64,521.31506
5220,0.5,63.3,57.0,5.02,5.06,3.19,1157.4828
5221,1.0,63.9,59.0,6.27,6.2,3.99,3781.3682
5222,0.31,63.8,57.0,4.29,4.33,2.75,583.8941
5223,1.15,61.3,57.3,6.71,6.78,4.13,6173.3643
5224,1.19,62.7,56.0,6.76,6.7,4.22,6285.718
5225,0.5,61.4,59.0,5.13,5.09,3.14,1194.8096
5226,2.11,58.4,62.0,8.43,8.39,4.91,14249.77
5227,1.51,64.2,54.0,7.18,7.27,4.64,9386.801
5228,1.03,59.0,55.0,6.62,6.67,3.92,6133.426
5229,0.41,62.0,56.0,4.78,4.74,2.95,809.56915
5230,1.51,61.8,57.0,7.37,7.31,4.54,9579.717
5231,1.6,60.5,60.0,7.55,7.52,4.56,10208.052
5232,1.04,61.9,58.0,6.55,6.51,4.04,5120.8174
5233,0.25,63.1,56.0,4.05,4.0,2.54,485.68195
5234,1.01,63.1,60.0,6.39,6.35,4.02,4160.1084
5235,2.54,61.3,58.0,8.8,8.7,5.36,16100.84
5236,1.0,61.3,62.0,6.43,6.32,3.91,4012.48
5237,0.34,62.8,56.0,4.42,4.46,2.79,643.118
5238,1.02,62.3,59.0,6.44,6.4,4.0,4549.76
5239,0.77,64.3,57.9,5.7,5.86,3.71,2335.2478
5240,1.3,60.7,59.0,7.06,7.0,4.27,7388.594
5241,0.41,61.7,60.0,4.75,4.71,2.92,723.1013
5242,0.7,63.4,58.0,5.63,5.66,3.58,2081.6912
5243,0.31,61.3,60.0,4.39,4.32,2.67,578.9413
5244,0.31,60.3,57.0,4.41,4.44,2.67,628.01154
5245,0.54,60.4,55.0,5.32,5.27,3.2,1673.1177
5246,0.25,61.0,58.0,4.02,4.05,2.46,476.76254
5247,1.27,61.1,60.0,6.99,7.03,4.28,6956.8936
5248,0.37,61.6,57.0,4.61,4.65,2.85,705.7218
5249,1.51,61.7,59.0,7.29,7.33,4.51,9038.639
5250,0.27,62.4,56.0,4.15,4.12,2.58,527.72784
5251,0.8,62.4,55.0,5.92,5.88,3.68,3006.1035
5252,0.53,61.9,54.0,5.21,5.23,3.23,1584.8643
5253,0.53,60.6,55.0,5.23,5.26,3.18,1596.8312
5254,0.84,62.9,55.0,5.99,6.12,3.8,3533.7026
5255,0.31,63.1,57.0,4.3,4.35,2.73,590.13684
5256,1.31,63.6,55.0,6.98,6.92,4.42,7509.3804
5257,1.11,61.3,60.0,6.6,6.54,4.03,5143.7954
5258,0.5,62.5,57.0,5.09,5.05,3.17,1215.1464
5259,1.08,61.7,57.0,6.6,6.55,4.06,5507.7744
5260,0.4,61.8,55.0,4.76,4.72,2.93,830.39276
5261,1.7,62.9,58.0,7.55,7.59,4.76,10743.16
5262,0.81,63.0,60.0,5.87,5.81,3.68,2393.9746
5263,0.3,60.4,60.0,4.3,4.34,2.61,566.6992
5264,0.73,63.9,57.0,5.66,5.71,3.63,2212.17
5265,0.31,61.1,58.0,4.36,4.38,2.67,600.20184
5266,0.5,61.7,59.0,5.07,5.14,3.15,1179.8024
5267,1.02,62.5,57.0,6.37,6.44,4.0,4769.575
5268,0.38,61.2,60.0,4.68,4.7,2.87,704.3289
5269,0.7,63.7,58.0,5.56,5.62,3.56,1979.6373
5270,1.12,60.5,59.0,6.72,6.76,4.08,5924.459
5271,1.62,60.7,58.0,7.62,7.54,4.6,10844.083
5272,0.37,62.4,58.0,4.58,4.55,2.85,675.3505
5273,2.05,56.9,58.0,8.46,8.3,4.77,14455.397
5274,0.72,61.8,56.0,5.75,5.78,3.56,2499.0232
5275,0.3,60.9,60.0,4.33,4.37,2.65,575.9727
5276,0.33,61.5,57.0,4.41,4.47,2.73,634.76654
5277,0.77,62.1,59.0,5.85,5.87,3.64,2483.6526
5278,0.71,61.2,53.0,5.8,5.76,3.54,2863.186
5279,0.9,67.7,61.0,6.04,5.86,4.03,2448.8147
5280,0.42,61.6,59.0,4.83,4.84,2.98,779.53766
5281,0.3,59.9,59.0,4.33,4.38,2.61,587.25037
5282,0.55,62.8,57.0,5.24,5.27,3.3,1481.93
5283,1.32,61.1,57.0,7.07,7.13,4.34,8111.5933
5284,1.02,63.7,55.0,6.31,6.38,4.04,4766.798
5285,0.71,60.5,56.0,5.77,5.73,3.47,2499.794
5286,0.55,62.3,54.0,5.29,5.27,3.29,1669.4128
5287,0.33,61.0,60.0,4.42,4.47,2.71,612.97156
5288,0.34,60.2,60.0,4.56,4.51,2.73,646.26855
5289,1.02,62.1,58.0,6.4,6.45,3.99,4726.354
5290,0.74,60.8,57.0,5.86,5.88,3.57,2682.8037
5291,0.54,64.2,54.0,5.19,5.12,3.31,1461.3021
5292,1.08,59.4,59.0,6.71,6.68,3.98,5785.93
5293,1.06,61.9,57.0,6.55,6.53,4.05,5339.2026
5294,0.41,61.3,56.0,4.79,4.81,2.94,876.0511
5295,1.24,61.9,57.0,6.87,6.92,4.27,6894.037
5296,0.32,61.9,55.0,4.44,4.41,2.74,643.5918
5297,1.18,61.6,57.0,6.81,6.73,4.17,6335.416
5298,0.54,61.9,58.0,5.24,5.19,3.23,1395.2472
5299,0.59,60.5,59.0,5.44,5.41,3.28,1678.2284
5300,1.0,59.7,63.0,6.43,6.5,3.86,4287.4326
5301,0.82,64.0,57.0,5.92,5.89,3.78,2726.434
5302,0.31,62.5,59.0,4.3,4.34,2.7,573.2293
5303,0.77,60.9,56.0,5.89,5.94,3.61,2985.52
5304,1.13,62.3,58.0,6.67,6.68,4.16,5738.168
5305,0.71,61.7,57.0,5.72,5.74,3.53,2339.4385
5306,0.74,61.9,57.0,5.79,5.81,3.59,2504.9585
5307,0.73,62.4,58.0,5.72,5.67,3.56,2225.983
5308,0.42,59.8,58.0,4.9,4.86,2.92,926.12225
5309,0.37,62.1,54.0,4.6,4.64,2.87,726.22046
5310,0.3,63.0,58.0,4.27,4.34,2.71,573.25476
5311,0.32,61.0,60.0,4.35,4.41,2.67,589.28156
5312,1.1,61.2,56.0,6.66,6.74,4.1,6133.8286
5313,0.23,61.3,60.0,3.98,4.01,2.45,472.6386
5314,1.04,61.4,56.0,6.5,6.56,4.01,5451.21
5315,0.55,62.2,60.0,5.2,5.25,3.25,1310.8268
5316,0.31,62.4,54.0,4.31,4.35,2.7,616.65497
5317,0.54,62.2,57.0,5.21,5.24,3.25,1448.4142
5318,1.51,61.0,60.0,7.29,7.34,4.46,8936.774
5319,0.51,61.3,55.0,5.18,5.19,3.18,1491.8715
5320,1.53,61.0,60.0,7.4,7.43,4.52,9430.422
5321,1.32,61.7,56.0,7.03,7.11,4.36,8102.615
5322,1.55,62.0,58.0,7.44,7.39,4.6,9783.264
5323,0.95,58.7,63.0,6.43,6.37,3.76,4063.5854
5324,0.3,62.3,57.0,4.29,4.31,2.68,581.1413
5325,0.44,62.8,59.0,4.88,4.91,3.07,841.41296
5326,0.7,62.0,61.0,5.71,5.68,3.53,2035.39
5327,0.41,62.9,58.0,4.72,4.73,2.97,735.71326
5328,1.11,62.3,57.0,6.67,6.62,4.14,5744.3794
5329,0.33,61.9,59.0,4.45,4.43,2.75,618.4759
5330,0.5,61.9,58.0,5.1,5.04,3.14,1180.1819
5331,2.07,59.6,60.0,8.3,8.24,4.93,13950.049
5332,1.03,61.6,57.0,6.46,6.49,3.99,5093.3867
5333,1.52,62.7,57.0,7.32,7.36,4.6,9486.073
5334,0.58,60.8,57.0,5.4,5.42,3.29,1743.2849
5335,0.36,63.9,54.0,4.52,4.5,2.88,684.66144
5336,1.5,59.2,62.0,7.55,7.49,4.45,9623.445
5337,0.43,61.4,56.0,4.87,4.9,3.0,998.7715
5338,0.55,61.7,55.0,5.25,5.26,3.24,1599.1708
5339,0.31,62.4,59.0,4.34,4.32,2.7,576.5632
5340,1.3,62.3,56.0,6.95,6.99,4.34,7529.5474
5341,0.52,59.0,59.0,5.3,5.21,3.1,1443.6266
5342,0.31,63.0,58.0,4.32,4.29,2.71,575.20703
5343,2.11,61.2,55.0,8.33,8.3,5.09,14513.797
5344,0.32,61.7,60.0,4.38,4.41,2.71,593.305
5345,0.8,61.6,56.0,5.96,6.0,3.68,3181.5933
5346,0.76,61.6,56.0,5.85,5.9,3.62,2784.4478
5347,0.8,62.4,57.0,5.92,5.97,3.71,2867.4111
5348,1.75,62.6,56.0,7.72,7.65,4.81,11833.717
5349,0.91,62.8,59.0,6.09,6.14,3.84,3301.8184
5350,0.37,62.5,53.0,4.6,4.61,2.88,728.84973
5351,0.4,63.2,56.0,4.73,4.7,2.98,746.48615
5352,1.16,61.5,60.4,6.71,6.76,4.14,5700.709
